professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,pro_feedback,pro_respected,pro_homework,pro_accessible,pro_ready,pro_participation,pro_skip,pro_inspirational,pro_graded,pro_teheavy,pro_group,pro_criteria,pro_hilarious,pro_quizzes,pro_amazing,pro_leheavy,pro_caring,pro_credit,pro_papers,pro_tough,num_student,post_date,name_onlines,name_not_onlines,student_star,online,offline,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,stu_feedback,stu_respected,stu_homework,stu_accessible,stu_ready,stu_participation,stu_skip,stu_inspirational,stu_graded,stu_teheavy,stu_group,stu_criteria,stu_hilarious,stu_quizzes,stu_amazing,stu_leheavy,stu_caring,stu_credit,stu_papers,stu_tough,help_useful,help_not_useful,comments
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,01/18/2011,NAN,FINA420,1.5,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ervin is ridiculous! He might be nice in class and seem helpful but his tests are the hardest I have ever had. I\'m an A student and got a C in the class after doing all the homework, going to EVERY class, and studying a ton. Studied forever for the final and still failed! Cheat sheets don\'t help. Good luck."
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,10/04/2010,NAN,FIN440,2.0,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tests are rediculous. Cheat sheets dont help because he has stuff on tests that you have never seen before. Sucks at teaching/and tries to fail everyone
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,06/02/2010,NAN,FINA440,3.5,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Ervin is a good guy, but this class is very challenging. I am an \'A/B\' student in the business school but I got a \'C\' in this course. The homework is easy in the beginning but get harder as the semester continues. I studied at least 24 hours for the final and still failed. Attend class, ask for help."
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,05/05/2009,NAN,FINA442,1.0,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Worst finance Professor at Salisbury. Class isnt too boring but you will not learn anything. Each test, more than 90% of the class did not finish on time. He says lazy things like how him grading your work makes him deserve teacher of the year. Do Not Take him."
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,01/27/2009,NAN,FINA440,1.0,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Worst prof. graduating...actually believes too many Finance degrees are awarded at SU. Likes to fail half the class.
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,12/27/2008,NAN,FINA440,1.0,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Never take this professor. He lets you have a page for exams to write down anything you want, but it doesnt help because tests are designed to confuse you, my class avg for the 1st test was a 28% and the extra credit offered due to this was hrs worth of hw for a max of 2%. No point going to class because you usually will spend the time watching TV."
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,12/16/2008,NAN,FINA311,3.5,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"good professor but his tests are much harder than others out there. problems on tests are difficult and advanced as if everyone in the class is upper level finance major. doesnt explain well - had to teach it to myself. try to take someone else, but if you get ervin its not the end of the world. problem is you need C to get credit - hard to do."
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,01/25/2008,NAN,FINA311,2.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Take him over winter or summer and you will get to use cheat sheets. On those cheat sheets put all of your hw mngr problems and step by step how to do them. Learn to use your calculator. Tests are 1/2 homework type problems MC answer and 1/2 theory MC. Its not easy, but I like finance, I got an A, most people got C\'s. He doesnt explain that well."
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,08/28/2006,NAN,FINA440,3.5,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nice guy and very willing to help you understand but for me, clarity in lectures could be way better. I had to learn everything from the book rather than from him."
Danny  Ervin,Salisbury University,Business department, Salisbury, MD,12,3.1,40%,3.6,Skip class? You won\'t pass. (3)  Gives good feedback (2)  TEST HEAVY (2)  LOTS OF HOMEWORK (2)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (2)  Tough Grader (1)  Clear grading criteria (1)  Get ready to read (1),2,0,2,2,1,0,3,0,0,2,0,1,0,0,0,2,0,0,0,1,37,03/13/2006,NAN,CORPFIN,2.0,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hard ass tests; unclear lectures
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,01/19/2017,NAN,POLS299,5.0,0,1,4,Mandatory,Yes,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"David is a really genuine person. He wants you to succeed and it really shows. Although he makes you work hard, his knowledge reaches far and wide and he has a lot to share. Take this class if you get a chance! Really inspirational and moving."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,03/06/2014,NAN,PHIL270,3.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,"He is a Propagandist. People take a liking to him because he is articulate and soft spoken. His Phil270 course was all socialist, from Marx to radical feminist C. MacKinnon. He stopped group discussions because the female (oppressed) members were not getting their fair share of time. Masked socialist ideals with democracy and citizenship drivel."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,09/09/2010,NAN,POLS299,3.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"If your a philosophy type, this is probably your man. I, however, am not. Had him for a political science class and loathed every single second of it (especially the mandatory meditation sessions). Far too pompus and flaky to be teaching pols."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11/15/2007,NAN,PHIL101,4.5,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SO much work, but SO worth it. I couldn\'t agree more..Kahane is the best prof i ever had in my first year, and i have yet to meet one better, or even comparable for that matter! the material is thrilling, the TA\'s are wonderful! it all comes down to one thing though: KAHANE IS SWEET, but don\'t forget: if you are lazy you are boned!!"
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,04/26/2007,NAN,PHIL368,4.0,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fabulous. Puts so much effort into his classes, gives tons of feedback. In return, expects students to really put out...with so much support, you can\'t help but get better, especially at writing. Plus, he\'s just brilliant. If only all profs could be like him!"
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,04/23/2007,NAN,PHIL101,4.5,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Dr.Kahane is one of the best professors I had in my first year. The class would be difficult if you did not do your reading. But if you do it, it can be a very interesting class and relatively easy. And lots of animated gifs make the class all the more awesome."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,01/15/2007,NAN,PHIL101,5.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Awesome teacher and the class is good. If you dont think you like phil you will after this class. Also dont be discouraged by your first essay you just have to learn to write phil papers. My first paper was a 2.3/4 by the end of the term i was writing a 4/4. Do the work and youll be fine
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,01/11/2007,NAN,PHIL101,5.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A genius of charisma!
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,01/11/2007,NAN,PHIL101,3.0,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lazy and you\'re boned? Untrue. I didn\'t even look at the assigned readings unless I was writing a paper on it. Very enthusiastic teacher, the class notes were VERY helpful and made concepts more clear than the actual readings (though he uses too much jargon and speaks quickly), so GO FOR THE NOTES. He really knows his stuff, great class."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,01/04/2007,NAN,PHILO101,5.0,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Easily the best prof I\'ve had during my stay at the U. Consistently engaging and rewarding lectures. Attending class and keeping to date on your readings is a must. Essays can be hard, but don\'t be discouraged by a low mark, if you understand the material you can boost it come the final."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,01/02/2007,NAN,PHIL101,4.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This prof is super! He has a really good approach to teaching and plays funny clips and videos! This class is hard if you don\'t do the readings and go to Friday sections. Essays can be difficult depending on who your TA is. All in all this a good class but you cannot really miss classes or you ""will be boned."""
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12/21/2006,NAN,PHIL101,5.0,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent teacher. He is fair, speaks very well and shows devotion and creativity. Class is not hard IF you do the work."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12/14/2006,NAN,PHIL101,4.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Such a fantastic professor. Very charismatic, he\'s pretty much the sh*t! Engages you with the material, is enthusiastic and makes you look forward to lectures. Despite how fun, this course is no cakewalk though, 500 words is not much room to ramble or bs."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12/12/2006,NAN,PHIL100,4.5,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"As a prof, he his exrtrodinary. His lectures are very well articulated and his notes are very helpful. However he is a hard marker. Weekly quizes worth 20%, usually only 2-4 hard MC questions. Essays are marked hard aswell, saving grace is participation. If you are thinking of taking this as an easy course to raise your GPA think again."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12/08/2006,NAN,PHIL101,4.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Don\'t miss Friday sections. Attendance a must. I honestly thought philosophy meant any answer was right, and that you just had to argue it well. Technically this is true....but 500 word papers, and the \'no-fluff\' rule makes this a nightmare!"
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12/01/2006,NAN,PHIL101,5.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Great prof. Teaches you how to write, and think. However, it is a class in which work is rewarded, and laziness is punished. The work is worth it."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,05/02/2006,NAN,PHI570,5.0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Professor Kahane is the best professor I have ever had. He\'s extremely articulate, intelligent and helpful. While he is a hard marker, he is fair to all and sundry. If you really want to possess knowledge, and are not lazy, then you have no choice but to take one of his classes."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,01/11/2006,NAN,PHIL101,4.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Great lecturer - engaging and clear, and really cares about the students. High standards, but offers you lots of support so if you take advantage of that your marks and writing skills will both benefit. Highly recommend."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,01/02/2006,NAN,PHIL101,3.5,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Great class to learn how to develop effective argumentative papers. Quizzes on material every Monday. He likes to mix up words/meanings to try to confuse you. Lots of reading involved, but a great experience. Only 3 or 4 short 500 word papers, weekly quizzes, and a final. Overall, very interesting and engaging class. Kahane loves to teach."
David  Kahane,University of Alberta,Political Science department, Edmonton, AB,12,4.4,,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11/24/2005,NAN,PHIL101,5.0,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"He\'s better at keeping me awake than any other professor. Very entertaining and likeable. But a word of caution: if you\'re used to BSing on quizzes and papers, you\'re in for a rude awakening because it will NOT fly. If you\'re lazy, you are boned."
Cyntha  Struthers,University of Waterloo,Mathematics department, Waterloo, ON,6,3.1,25%,3.3,Tough Grader (7)  Participation matters (4)  Skip class? You won\'t pass. (3)  Get ready to read (2)  LECTURE HEAVY (1),0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,7,115,04/08/2017,NAN,STAT231,5.0,0,1,3,Not Mandatory,Yes,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,She explains stuff very clearly and always willing to answer questions! Very engaging during lectures. Exams are fair!
Cyntha  Struthers,University of Waterloo,Mathematics department, Waterloo, ON,6,3.1,25%,3.3,Tough Grader (7)  Participation matters (4)  Skip class? You won\'t pass. (3)  Get ready to read (2)  LECTURE HEAVY (1),0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,7,115,02/19/2017,NAN,STAT231,1.0,0,1,1,Mandatory,Yes,No,,TOUGH GRADER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Absolutely awful. Not helpful to students who approach and has the most terrible marking scheme. Avoid her class.
